data_type,title,url,date,author,imagename,excerpt,publisher,published_year,published_month,authors_pub,journal,volume,issue,source_media
News/Feature,Leaders in index insurance expand their commitments in Ethiopia,https://iri.columbia.edu/news/leaders-in-index-insurance-expand-their-commitments-in-ethiopia/,9/28/09,Francesco Fiondella,Leaders_in_index_insurance_expand_their_commitment.jpg,"Swiss Re, Oxfam America, The Rockefeller Foundation and Columbia University&#8217;s International Research Institute for Climate and Society announced a joint Commitment to Action at the Clinton Global Initiative 2009 meeting in New York, held from September 22 to 25. The collaboration is aimed at helping communities most vulnerable to climate variability and change. It will [&hellip;]",,,,,,,,
News/Feature,Index insurance for development and disaster management,https://iri.columbia.edu/news/index-insurance-for-development-and-disaster-management/,6/24/09,IRI,Index_insurance_for_development_and_disaster_manag.jpg,"Para Espanol: Seguro &#8216;parametrico&#8217; y reduccion de la pobreza Pour Francais: Une assurance particuliere pour la gestion des risques climatiques Climate has always presented a challenge to farmers, herders, fishermen and others whose livelihoods are closely linked to their environment, particularly those in poor areas of the world. A type of insurance called index insurance [&hellip;]",,,,,,,,
News/Feature,Whats the Point Game,https://dosgoodcu.github.io/WhatsThePointGame/,7/8/25,Financial Instruments,hat.jpg,"This is a workflow example for a game to help farmers decide if there is any point in buying an offered insurance product, or if it is not right for them.",,,,,,,,
News/Feature,Evacuate phone game,https://dosgoodcu.github.io/Evacuate/evacuategame/,7/8/25,Financial Instruments,caribbeantable.jpg,Often disaster decisionmaking decisions are very complex.  Here is an illustration of how games can be helpful for example to help unpack issues,,,,,,,,
News/Feature,Making Insurance OK,https://dosgoodcu.github.io/SIPA_IFC_Capstone2025/,6/4/25,Financial Instruments-adapted from SIPA Insurance Capstone 2025,RayaFieldVisit.jpg,Here is an example of a workflow that could be used to look for items that would need follow up in an insurance product being offered by bidders.,,,,,,,,
News/Feature,How People can Build their Own Insurance,https://dosgoodcu.github.io/QuantCogeneration-Ethiopia/,7/30/25,Fi,WomanThinking2015Ethiopia.jpg,Insurance can be exploitive and harmful unless designed by the people it is intended to serve.  We have over a decade of experience with thousands of focus groups in dozens of countries making this work through scalable and affordable/ approaches.  This approach leads to more transparent reliable and fair insurance.  It increases demand and often leads to higher levels of accuracy then ever seen.  This workflow illustrates the process.,,,,,,,,
News/Feature,DESDR Open Insurance Toolkit,https://columbia-desdr.github.io/,9/1/25,DESDR Team,desdrlanding.png,"Traditional disaster risk management often relies on satellite data, which might not fully reflect the realities faced by vulnerable communities. DESDR (Decision Engine for Socioeconomic Disaster Risk) transforms this approach by integrating firsthand information from those most affected, enhancing accuracy and insight into disaster risks.",,,,,,,,
News/Feature,FI Led SIPA Capstone courses,https://www.sipa.columbia.edu/sipa-education/capstone-workshops/directory?search_api_fulltext=osgood&field_capstone_topic=All&field_capstone_semester=All&field_file=,5/1/25,Capstone Teams,2014_Columbia_University_Alma_Mater_closeup.jpg,"We have mentored a series of SIPA Masters Level Capstone (Class Project) courses over the years, mostly with Panos Varangis.  You can see all of these courses at this link.",,,,,,,,
News/Feature,SIPA CAPSTONE REPORT: What Questions Need to be Asked for Monitoring and Evaluation of Agricultural Insurance to Assist Smallholder Farmers and Humanitarian Funds?,https://www.sipa.columbia.edu/what-questions-need-be-asked-monitoring-and-evaluation-agricultural-insurance-assist-smallholder,5/1/25,SIPA CAPSTONE,farmersfixingindex.png,This is a the SIPA CAPSTONE course report on how someone running an insurance project might work with an insurance provider to identify issues to follow up on.,,,,,,,,
News/Feature,SIPA CAPSTONE REPORT: Expanding Insurance Coverage: Hybrid Index Solution for Small Farmers,https://www.sipa.columbia.edu/expanding-insurance-coverage-hybrid-index-solution-small-farmers,5/1/24,SIPA CAPSTONE,ZambiaAudit.png,"This is the SIPA CAPSTONE course report exploring hybrid methods for combining satellite, yield measurement, and ground information for lower cost, lower error insurance products.",,,,,,,,
News/Feature,SIPA CAPSTONE REPORT: Establishing a Complementary Risk Fund for Index Insurance,,5/1/23,SIPA CAPSTONE,premiumallocation.png,This SIPA CAPSTONE course report uses data from Ethiopia to calculate how to set up the correct size of fund to   address basis risk as reported by farmers,,,,,,,,
News/Feature,Weather Index Insurance Education: Sample Materials,https://ccsfist.github.io/wiiedu/,6/1/08,FI,headlightvisit.png,Weather Index Insurance Education: Classic  Materials. These have been used in many projects over the decades and are here for you to enjoy.,,,,,,,,
Publication,"Better Indexes: Farmer Input, Local Design Breakthroughs in Zambia","<a href=""https://fist.iri.columbia.edu/publications/docs/BetterIndexesZambia/"">Better Indexes: Farmer Input, Local Design Breakthroughs in Zambia</a>",,,,,IRI,2024,6,IRI Financial Instruments Team,,,,
Publication,Zambia FISP &#8211; Index Insurance Basis Risk Fund Design Proposal,"<a href=""https://fist.iri.columbia.edu/publications/docs/zambia_fisp_yieldaudit_2023/"">Zambia FISP &#8211; Index Insurance Basis Risk Fund Design Proposal</a>",,,,,,2023,6,IRI Financial Instruments Team,,,,
Publication,"The long-term impact of multi-season droughts on livestock holdings and Pastoralist decision-making in Marsabit, Kenya","<a href=""http://hdl.handle.net/10.1016/j.jaridenv.2022.104928"">The long-term impact of multi-season droughts on livestock holdings and Pastoralist decision-making in Marsabit, Kenya</a>",,,,,Elsevier,2023,4,"Max Mauerman<br />
Carson Rossa<br />
Elisabeth Ilboudo Nébié<br />
Weston Anderson<br />
Nathan Jensen<br />
Philemon Chelanga",Journal of Arid Environments,211,104928,
Publication,A Framework to Assess Remote Sensing Algorithms for Satellite-Based Flood Index Insurance,"<a href=""http://hdl.handle.net/10.1109/JSTARS.2023.3244098"">A Framework to Assess Remote Sensing Algorithms for Satellite-Based Flood Index Insurance</a>",,,,,IEEE,2023,4,"Mitchell Thomas<br />
Elizabeth Tellman<br />
Daniel E. Osgood<br />
Ben DeVries<br />
Akm Saiful Islam<br />
Michael S. Steckler<br />
Maxwell Goodman<br />
Maruf Billah",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,16,,
Publication,An Information-Theoretic Approach to Reconciling Historical Climate Observations and Impacts on Agriculture,"<a href=""http://hdl.handle.net/10.1175/WCAS-D-22-0019.1"">An Information-Theoretic Approach to Reconciling Historical Climate Observations and Impacts on Agriculture</a>",,,,,AMS,2022,10,"Max Mauerman<br />
Emily Black<br />
Victoria L. Boult<br />
Rahel Diro<br />
Dan Osgood<br />
Helen Greatrex<br />
Thabbie Chillongo","Weather, Climate and Society",,,
Publication,High-Quality Historical Flood Data Reconstruction in Bangladesh Using Hidden Markov Models,"<a href=""http://hdl.handle.net/10.1007/978-3-030-95722-3_10"">High-Quality Historical Flood Data Reconstruction in Bangladesh Using Hidden Markov Models</a>",,,,,Springer,2022,3,"Max Mauerman<br />
Elizabeth Tellman<br />
Upmanu Lall<br />
Marco Tedesco<br />
Paolo Colosio<br />
Mitchell Thomas<br />
Daniel Osgood<br />
Arifuzzaman Bhuyan",,,,
Publication,Can we use forecasts to prepare for disasters?,"<a href=""https://fist.iri.columbia.edu/publications/docs/Forecasts4Action/"">Can we use forecasts to prepare for disasters?</a>",,,,,IRI,2022,2,IRI Financial Instruments Team,,,,
Publication,Impact pathways from climate services to SDG2 (“zero hunger”): A synthesis of evidence,"<a href=""http://hdl.handle.net/10.1016/j.crm.2022.100399"">Impact pathways from climate services to SDG2 (“zero hunger”): A synthesis of evidence</a>",,,,,ScienceDirect,2022,1,"James Hansen<br />
Geneva List<br />
Shauna Downs<br />
Edward R. Carr<br />
Rahel Diro<br />
Walter Baethgen<br />
Andrew Kruczkiewicz<br />
Melody Braun<br />
John Furlow<br />
Kayla Walsh<br />
Nitin Magima",Climate Risk Management,35,100399,
Publication,Widening the Scope of Disaster Preparedness in the Caribbean: Building Resilience Through Improving Climate Information,"<a href=""http://hdl.handle.net/10.1007/978-3-030-82774-8_5"">Widening the Scope of Disaster Preparedness in the Caribbean: Building Resilience Through Improving Climate Information</a>",,,,,"Springer, Cham.",2021,10,"Dookie D.S.<br />
Osgood D.E.",Small Island Developing States. The World of Small States,9,,
Publication,"Workshop Report:  ACToday Vietnam &#8211; Fundamentals of Index Insurance Course, March 2020","<a href=""https://iri.columbia.edu/wp-content/uploads/2021/08/Vietnam-IRI-ACToday-Fundamentals-of-Index-Insurance-Workshop-Report.pdf"">Workshop Report:  ACToday Vietnam &#8211; Fundamentals of Index Insurance Course, March 2020</a>",,,,,IRI,2021,7,"Timm, Benjamin",,,,
Publication,"Zambia FISP &#8211; Proposed Indexes Report, 2021/22","<a href=""https://fist.iri.columbia.edu/publications/docs/zambiaFISPindexdesign2021/"">Zambia FISP &#8211; Proposed Indexes Report, 2021/22</a>",,,,,IRI,2021,7,IRI Financial Instruments Team,,,,
Publication,Supporting interdisciplinary careers for sustainability,"<a href=""http://hdl.handle.net/https://doi.org/10.1038/s41893-020-00679-y"">Supporting interdisciplinary careers for sustainability</a>",,,,,Nature,2021,1,"J. Nicolas Hernandez-Aguilera<br />
Weston Anderson<br />
Allison L. Bridges<br />
M. Pilar Fernandez<br />
Winslow D. Hansen<br />
Megan L. Maurer<br />
Elisabeth K. Ilboudo Nébié<br />
Andy Stock",Nat Sustain,,,
Publication,"Rainy Days on Mondays: Storm Proxies, Human Actions and Disaster Outcomes in the Caribbean","<a href=""https://ssrn.com/abstract=3759941"">Rainy Days on Mondays: Storm Proxies, Human Actions and Disaster Outcomes in the Caribbean</a>",,,,,SSRN,2020,12,"Denyse S. Dookie<br />
Daniel Osgood",,,,
Publication,Effects of input vouchers and rainfall insurance on agricultural production and household welfare: Experimental evidence from northern Ethiopia,"<a href=""http://hdl.handle.net/10.1016/j.worlddev.2020.105074"">Effects of input vouchers and rainfall insurance on agricultural production and household welfare: Experimental evidence from northern Ethiopia</a>",,,,,Elsevier,2020,11,"Ho Lun Wong<br />
Xiangdong Wei<br />
Haftom Bayray Kahsay<br />
Zenebe Gebreegziabher<br />
Cornelis Gardebroek<br />
Daniel E. Osgood<br />
Rahel Diro",World Development,135,105074,
Publication,Games and Fieldwork in Agriculture: A Systematic Review of the 21st Century in Economics and Social Science,"<a href=""http://hdl.handle.net/10.3390/g11040047"">Games and Fieldwork in Agriculture: A Systematic Review of the 21st Century in Economics and Social Science</a>",,,,,,2020,10,"Hernandez- Aguilera, J.N.; <br />
Mauerman, <br />
M.; Herrera, A.; <br />
Vasilaky, K.; <br />
Baethgen, W.; <br />
Loboguerrero, A.M.; <br />
Diro, R.; <br />
Tesfamariam, Y.; <br />
Osgood, D.",Games,11,,
Publication,Why predict climate hazards if we need to understand impacts? Putting humans back into the drought equation,"<a href=""http://hdl.handle.net/10.1007/s10584-020-02878-0"">Why predict climate hazards if we need to understand impacts? Putting humans back into the drought equation</a>",,,,,Springer,2020,10,"M. Enenkel<br />
M.E. Brown<br />
J.V. Vogt<br />
J.L. McCarty<br />
A. Reid Bell<br />
D. Guha-Sapir<br />
W. Dorigo<br />
K. Vasilaky<br />
M. Svoboda<br />
R. Bonifacio<br />
M. Anderson<br />
C. Fund<br />
D. Osgood<br />
C. Hain<br />
P. Vinck",Climatic Change,2020,,
Publication,Identifying Precipitation and Reference Evapotranspiration Trends in West Africa to Support Drought Insurance,"<a href=""http://hdl.handle.net/10.3390/rs12152432"">Identifying Precipitation and Reference Evapotranspiration Trends in West Africa to Support Drought Insurance</a>",,,,,,2020,7,"Blakeley, S.L.<br />
Sweeney, S.<br />
Husak, G.<br />
Harrison, L.<br />
Funk, C.<br />
Peterson, P.<br />
Osgood, D.E.",Remote Sens.,,Earth Observation for Index Insurance,
Publication,Playing to Adapt: Crowdsourcing Historical Climate Data with Gamification to Improve Farmer&#8217;s Risk Management Instruments,"<a href=""http://hdl.handle.net/10.2139/ssrn.3639580"">Playing to Adapt: Crowdsourcing Historical Climate Data with Gamification to Improve Farmer&#8217;s Risk Management Instruments</a>",,,,,SSRN,2020,6,"J. Nicolas Hernandez-Aguilera<br />
Mauerman, Max<br />
Osgood, Daniel",SSRN,30-Jun-20,,
Publication,Perceptions of Farm Size Heterogeneity and Demand for Group Index Insurance,"<a href=""http://hdl.handle.net/10.3390/g11010015"">Perceptions of Farm Size Heterogeneity and Demand for Group Index Insurance</a>",,,,,MDPI,2020,3,"Vasilaky, K.<br />
Sáenz, S.M.<br />
Stanimirova, R.<br />
Osgood, D.",Games,11,2020,
Publication,Can disaster events reporting be used to drive remote sensing applications? A Latin America weather index insurancecase study,"<a href=""http://hdl.handle.net/10.1002/met.1790"">Can disaster events reporting be used to drive remote sensing applications? A Latin America weather index insurancecase study</a>",,,,,,2019,3,"Manuel Brahm<br />
Daniel Vila<br />
Sofia Martinez Saenz<br />
Daniel Osgood",Meteorological Applications,,,
Publication,Can Education Unlock Scale? The Demand Impact of Educational Games on a Large-Scale Unsubsidised Index Insurance Programme in Ethiopia,"<a href=""http://hdl.handle.net/10.1080/00220388.2018.1554207"">Can Education Unlock Scale? The Demand Impact of Educational Games on a Large-Scale Unsubsidised Index Insurance Programme in Ethiopia</a>",,,,,Taylor & Francis Group,2019,1,"Kathryn Vasilaky<br />
Rahel Diro <br />
Michael Norton<br />
Geoff McCarney<br />
Daniel Osgood",The Journal of development studies,,,
Publication,The Added Value of Satellite Soil Moisture for Agricultural Index Insurance,"<a href=""https://www.crcpress.com/Remote-Sensing-of-Hydrometeorological-Hazards/Petropoulos-Islam/p/book/9781498777582"">The Added Value of Satellite Soil Moisture for Agricultural Index Insurance</a>",,,,,CRC Press,2017,11,"Markus Enenkel <br />
Daniel Osgood<br />
Bristol Powell",,,,
Publication,Exploiting the Convergence of Evidence in Satellite Data for Advanced Weather Index Insurance Design,"<a href=""http://hdl.handle.net/10.1175/WCAS-D-17-0111.1"">Exploiting the Convergence of Evidence in Satellite Data for Advanced Weather Index Insurance Design</a>",,,,,American Meteorological Society,2018,7,"MARKUS ENENKEL<br />
DANIEL OSGOOD<br />
MARTHA ANDERSON<br />
BRISTOL POWELL<br />
JESSICA MCCARTY<br />
CHRISTOPHER NEIGH<br />
MARK CARROLL<br />
MARGARET WOOTEN<br />
GREG HUSAK<br />
CHRISTOPHER HAIN<br />
MOLLY BROWN","Weather, Climate, and Society",11,,
Publication,What Rainfall Does Not Tell Us—Enhancing Financial Instruments with Satellite-Derived Soil Moisture and Evaporative Stress,"<a href=""http://hdl.handle.net/10.3390/rs10111819"">What Rainfall Does Not Tell Us—Enhancing Financial Instruments with Satellite-Derived Soil Moisture and Evaporative Stress</a>",,,,,MDPI,2018,11,"Markus Enenkel <br />
Carlos Farah<br />
Christopher Hain<br />
Andrew White<br />
Martha Anderson<br />
Liangzhi You<br />
Wolfgang Wagner<br />
Daniel Osgood 1",Remote Sensing,10,11,
Publication,"Farmer Perception, Recollection, and Remote Sensing in Weather Index Insurance: An Ethiopia Case Study","<a href=""http://hdl.handle.net/10.3390/rs10121887"">Farmer Perception, Recollection, and Remote Sensing in Weather Index Insurance: An Ethiopia Case Study</a>",,,,,MDPI,2018,11,"Daniel Osgood <br />
Bristol Powell <br />
Rahel Diro <br />
Carlos Farah <br />
Markus Enenkel <br />
Molly E. Brown <br />
Greg Husak <br />
S. Lucille Blakeley<br />
Laura Hoffman<br />
Jessica L. McCarty",Remote Sensing,10,12,
Publication,"Scaling up agricultural adaptation through insurance: Bringing together insurance, big data and agricultural innovation","<a href=""https://cgspace.cgiar.org/handle/10568/92977"">Scaling up agricultural adaptation through insurance: Bringing together insurance, big data and agricultural innovation</a>",,,,,"CGIAR Research Program on Climate, Agriculture and Food Security",2017,5,"Hellin, Jon<br />
Hansen, James W<br />
Rose, Alison<br />
Braun, Melody",,,,
Publication,IRI Report: Factibilidad del uso de bases de datos climáticos para seguros de índice en América Latina,"<a href=""https://doi.org/10.7916/jrtg-f250"">IRI Report: Factibilidad del uso de bases de datos climáticos para seguros de índice en América Latina</a>",,,,,IRI,2015,12,"Osgood, Daniel",,,,
Publication,IRI Report: Feasibility of Global Weather Datasets for Index Insurance,"<a href=""http://iri.columbia.edu/wp-content/uploads/2016/10/IRI-SatelliteDataFeasibility-IndexInsurance.pdf"">IRI Report: Feasibility of Global Weather Datasets for Index Insurance</a>",,,,,IRI,2016,10,"Bristol Powell<br />
Manuel Brahm",,,,
Publication,Workshop Report: Thinking Outside the Boat About Climate Change Loss and Damage.,"<a href=""https://www.cigionline.org/sites/default/files/workshop_washington_march2016.pdf"">Workshop Report: Thinking Outside the Boat About Climate Change Loss and Damage.</a>",,,,,Centre for International Governance Innovation,2016,6,"David Estrin, CIGI<br />
Sue Vern Tan, CIGI<br />
Roger-Mark De Souza, Wilson Center<br />
Daniel Osgood, IRI<br />
Melody Braun, IRI<br />
Saleemul Huq, ICCCAD<br />
Masroora Haque, ICCCAD<br />
Dominique Souris",,,,
Publication,Hierarchical Bayes models for daily rainfall time series at multiple locations from heterogenous data sources,"<a href=""https://doi.org/10.7916/D8QF8SZ4"">Hierarchical Bayes models for daily rainfall time series at multiple locations from heterogenous data sources</a>",,,,,IRI,2016,,"Shirley, Kenneth<br />
Vasilaky, Kathryn N.<br />
Greatrex, Helen L.<br />
Osgood, Daniel E.",,,,
Publication,Scaling up index insurance for smallholder farmers: Recent evidence and insights.,"<a href=""https://cgspace.cgiar.org/bitstream/handle/10568/53101/CCAFS_Report14.pdf"">Scaling up index insurance for smallholder farmers: Recent evidence and insights.</a>",,,,,"CGIAR Research Program on Climate Change, Agriculture and Food Security",2015,1,"Greatrex Helen<br />
Hansen James W<br />
Garvin Samantha<br />
Diro Rahel<br />
Blakeley Sari<br />
Le Guen Margot<br />
Rao Kolli N<br />
Osgood, Daniel E",,14,,
Publication,Weather Index Insurance and Common Property Resources,"<a href=""http://hdl.handle.net/10.1017/S1068280500005530"">Weather Index Insurance and Common Property Resources</a>",,,,,NAREA,2014,12,"Bhattacharya, H.<br />
D.E. Osgood",Agricultural and Resource Economics Review,43,3,
Publication,"US Investments in International Climate Research and Applications: Reflections on Contributions to Interdisciplinary Climate Science and Services, Development, and Adaptation","<a href=""http://hdl.handle.net/10.1186/2194-6434-1-23"">US Investments in International Climate Research and Applications: Reflections on Contributions to Interdisciplinary Climate Science and Services, Development, and Adaptation</a>",,,,,Springer,2014,6,"Lisa Vaughan<br />
John Furlow<br />
Wayne Higgins<br />
Claudia Nierenberg<br />
Roger Pulwarty<br />",Earth Perspectives,1,,
Publication,Evidence of Demand for Index Insurance: Experimental Games and Commercial Transactions in Ethiopia,"<a href=""http://hdl.handle.net/10.1080/00220388.2014.887685"">Evidence of Demand for Index Insurance: Experimental Games and Commercial Transactions in Ethiopia</a>",,,,,Taylor & Francis,2014,5,"Michael Norton<br />
Daniel Osgood<br />
Malgosia Madajewicz<br />
Eric Holthaus<br />
Nicole Peterson<br />
Rahel Diro<br />
Conner Mullally<br />
Tse-Ling Tehg<br />
Mengesha Gebremichaelh",Journal of Development Studies,50,5,
Publication,Using Satellites to Make Index Insurance Scalable:   Final IRI Report to the International Labour Organisation &#8211; Microinsurance Innovation Facility,"<a href=""http://iri.columbia.edu/wp-content/uploads/2014/10/Using-Satellites-Scalable-Index-Insurance-IRI-ILO-report-2013.pdf"">Using Satellites to Make Index Insurance Scalable:   Final IRI Report to the International Labour Organisation &#8211; Microinsurance Innovation Facility</a>",,,,,IRI,2013,10,"Radost Stanimirova<br />
Helen Greatrex<br />
Rahel Diro<br />
Geoff McCarney <br />
Jessica Sharoff<br />
Bristol Mann<br />
Anthony Louis D’Agostino<br />
Marshall Rogers-Martinez<br />
Sarah Blakeley<br />
Christopher Small<br />
Pietro Ceccato<br />
Tufa Dinku<br />
Daniel E. Osgood",,,,
Publication,Responsibility in Index Insurance: The Importance of a Solid Science Base for Farmer-Driven Design,"<a href=""http://hdl.handle.net/10.2788/713"">Responsibility in Index Insurance: The Importance of a Solid Science Base for Farmer-Driven Design</a>",,,,,Publications Office of the European Union,2013,6,"Osgood, Daniel E",Proceeding of Workshop: The challenges of index-based insurance for food security in developing countries,,,
Publication,The challenges of index-based insurance for food security in developing countries,"<a href=""http://hdl.handle.net/10.2788/713"">The challenges of index-based insurance for food security in developing countries</a>",,,,,Publications Office of the European Union,2013,6,"Gommes, René<br />
Kayitakire, François",,,,
Publication,Climate at Different Spatial and Temporal Scales,"<a href=""http://hdl.handle.net/10.2788/713"">Climate at Different Spatial and Temporal Scales</a>",,,,,Publications Office of the European Union,2013,6,"Lyon, Bradfield",Proceeding of Workshop: The challenges of index-based insurance for food security in developing countries,,,
Publication,Capturing the Spatial Variability of Rainfall in Weather-Based Index Insurance,"<a href=""http://hdl.handle.net/10.2788/713"">Capturing the Spatial Variability of Rainfall in Weather-Based Index Insurance</a>",,,,,Publications Office of the European Union,2013,6,"Greatrex, Helen<br />
Grimes, David I. F.",Proceeding of Workshop: The challenges of index-based insurance for food security in developing countries,,,
Publication,Paleoclimate histories improve access and sustainability in index insurance programs,"<a href=""http://hdl.handle.net/10.1016/j.gloenvcha.2013.03.003"">Paleoclimate histories improve access and sustainability in index insurance programs</a>",,,,,Elsevier,2013,3,"Andrew R. Bell<br />
Daniel Osgood<br />
Benjamin I. Cook<br />
Kevin J. Anchukaitis<br />
Geoffrey McCarney<br />
Arthur Greene<br />
Brendan M. Buckley<br />
Edward R. Cook",Global Environmental Change,23,4,
Publication,The Advantages of Resource Queues over Spot Resource Markets: Decision Coordination in Experiments under Resource Uncertainty,"<a href=""http://hdl.handle.net/10.1093/ajae/aas065 "">The Advantages of Resource Queues over Spot Resource Markets: Decision Coordination in Experiments under Resource Uncertainty</a>",,,,,Oxford University Press,2012,8,"Miguel A. Fonseca<br />
Alexander Pfaff<br />
Daniel Osgood",American Journal of Agricultural Economics,94,5,
Publication,About time: An integrative approach to effective environmental policy,"<a href=""http://hdl.handle.net/10.1016/j.gloenvcha.2012.05.003"">About time: An integrative approach to effective environmental policy</a>",,,,,Elsevier,2012,8,"David J. Hardisty<br />
Ben Orlove<br />
David H. Krantz<br />
Arthur A. Small<br />
Kerry F. Milch<br />
Daniel E. Osgood",Global Environmental Change,22,3,
Publication,"Index Insurance, Production Practices, and Probabilistic Climate Forecasts","<a href=""http://hdl.handle.net/10.1111/j.1539-6975.2011.01422.x"">Index Insurance, Production Practices, and Probabilistic Climate Forecasts</a>",,,,,Wiley,2012,3,"Miguel A. Carriquiry<br />
Daniel E. Osgood",Journal of Risk and Insurance,79,1,
Publication,The Value of Information in Index Insurance for Farmers in Africa,"<a href=""http://hdl.handle.net/10.1007/978-94-007-4839-2_1"">The Value of Information in Index Insurance for Farmers in Africa</a>",,,,,Springer,2012,0,"Daniel Osgood<br />
Kenneth E. Shirley",,,,
Publication,How Do Homebuyers Value Different Types of Green Space?,"<a href=""http://purl.umn.edu/117210"">How Do Homebuyers Value Different Types of Green Space?</a>",,,,,,2011,8,"Rosalind H. Bark<br />
Daniel E. Osgood<br />
Bonnie Colby<br />
Eve B. Halper",Journal of Agricultural and Resource Economics,36,2,
Publication,IRI Technical Report 11-03: HARITA IRI Report to Oxfam America: Final Report for General IRI Capacity Building and Technical Support for HARITA Micro-Insurance Scale up (Re: ETH 018 /10),"<a href=""http://portal.iri.columbia.edu/portal/server.pt/gateway/PTARGS_0_5024_7136_0_0_18/TR10-08_HARITA%20Report%20to%20OXFAM%20June2010.pdf"">IRI Technical Report 11-03: HARITA IRI Report to Oxfam America: Final Report for General IRI Capacity Building and Technical Support for HARITA Micro-Insurance Scale up (Re: ETH 018 /10)</a>",,,,,International Research Institute for Climate and Society,2011,5,"Osgood, D.<br />
Sharoff, J.<br />
Holthaus, E.<br />
McLaurin, M.<br />
Norton, M.<br />",IRI Technical Report,,,
Publication,IRI Technical Report 10-10: Annex &#8211; Index Insurance and Climate Risk. Prospects for Development and Disaster Management,"<a href=""http://hdl.handle.net/10.7916/D8H41Z92"">IRI Technical Report 10-10: Annex &#8211; Index Insurance and Climate Risk. Prospects for Development and Disaster Management</a>",,,,,International Research Institute for Climate and Society,2010,8,"Osgood, D.<br />
Hellmuth, M. (eds)",IRI Technical Report,,,
Publication,IRI Technical Report 10-09: Technical Annex: HARITA IRI Report to Oxfam America &#8211; Interim Report deliverable for GLO 002/10: General IRI Planning and Technical Support for Harita Micro-Insurance Pilot &#8211; June 2010,"<a href=""http://portal.iri.columbia.edu/portal/server.pt/gateway/PTARGS_0_4972_7137_0_0_18/TR10-09%20Technical%20Annex%20HARITA%20jUNE%202010.pdf"">IRI Technical Report 10-09: Technical Annex: HARITA IRI Report to Oxfam America &#8211; Interim Report deliverable for GLO 002/10: General IRI Planning and Technical Support for Harita Micro-Insurance Pilot &#8211; June 2010</a>",,,,,International Research Institute for Climate and Society,2010,6,"Chen, J.<br />
Dinku, T.<br />
Holthaus, E. <br />
Lyon, B.<br />
Madajewicz, M.<br />
Mullaly, C.<br />
Norton, M.<br />
Osgood, D.<br />
Pascualini, A.<br />
Pant, S.<br />
Peterson, N.<br />
Saavedra, R. <br />
Sharoff, J.<br />
Shirley, K. E. <br />
Small, C. <br />
Stiffel, S.<br />
The, T.-L.",IRI Technical Report,,,
Publication,IRI Technical Report 10-08: HARITA IRI Report to Oxfam America. Final Report for IRI MIEL Planning &#038; Technical Support for HARITA Micro-Insurance Pilot USA 536 / 09. June 2010.,"<a href=""http://portal.iri.columbia.edu/portal/server.pt/gateway/PTARGS_0_4972_7136_0_0_18/TR10-08_HARITA%20Report%20to%20OXFAM%20June2010.pdf"">IRI Technical Report 10-08: HARITA IRI Report to Oxfam America. Final Report for IRI MIEL Planning &#038; Technical Support for HARITA Micro-Insurance Pilot USA 536 / 09. June 2010.</a>",,,,,International Research Institute for Climate and Society,2010,6,"Chen, J.<br />
Dinku, T.<br />
Holthaus, E.<br />
Lyon, B.<br />
Madajewicz, M. <br />
Mullaly, C. <br />
Norton, M. <br />
Osgood, D. <br />
Pascualini, A. <br />
Pant, S. <br />
Peterson, N. <br />
Saavedra, R. <br />
Sharoff, J. <br />
Shirley, K. E. <br />
Small, C. <br />
Stiffel, S. <br />
Teh, T.-L.",IRI Technical Report,,,
Publication,Clima y Sociedad No. 2: Seguros en base a indices climaticos y riesgo climatico: Perspectivas para el desarrollo y la gestion de desastres,"<a href=""http://iri.columbia.edu/csp2/spanish/download"">Clima y Sociedad No. 2: Seguros en base a indices climaticos y riesgo climatico: Perspectivas para el desarrollo y la gestion de desastres</a>",,,,,International Research Institute for Climate and Society,2010,3,"Hellmuth, M.<br />
Osgood, D.<br />
Hess, U.<br />
Moorhead, A.<br />
Bhojwani, H.",IRI Climate and Society Series,,,
Publication,Disease Forecasts and Livestock Health Disclosure: a Shepherd&#8217;s Dilemma,"<a href=""http://hdl.handle.net/10.1093/ajae/aap042"">Disease Forecasts and Livestock Health Disclosure: a Shepherd&#8217;s Dilemma</a>",,,,,Agricultural and Applied Economics Association,2010,2,"Sheriff, G.<br />
D. Osgood.",American Journal of Agricultural Economic,,,
Publication,,Contributions of Agricultural Systems Modeling to Weather Index Insurance,,,,,IRI,2010,0,"Baethgen, W.E.; Hansen, J. W.; Ines, A.V.M.; Jones, J. W.; Meinke, H; Steduto, P.",IRI Climate and Society Series,2,,
Publication,Long-term Impacts of Droughts on Labour Markets in Developing Countries: Evidence from Brazil,"<a href=""http://hdl.handle.net/10.1080/00220380902935865"">Long-term Impacts of Droughts on Labour Markets in Developing Countries: Evidence from Brazil</a>",,,,,Taylor & Francis,2009,10,"Valerie A. Mueller<br />
Daniel E. Osgood",The Journal of Development Studies,45,10,
Publication,Long-Term Consequences of Short-Term Precipitation Shocks: Evidence from Brazilian Migrant Households,"<a href=""http://hdl.handle.net/10.1111/j.1574-0862.2009.00399.x"">Long-Term Consequences of Short-Term Precipitation Shocks: Evidence from Brazilian Migrant Households</a>",,,,,Wiley,2009,9,"Valerie Mueller<br />
Daniel Osgood",Agricultural Economics,40,6,
